id,SMILES1,SMILES2,result
5101,NC(=O)N1c2ccccc2C=Cc2ccccc21,O=C1C=CC(=O)C=C1,1
5102,NC(=O)N1c2ccccc2C=Cc2ccccc21,O=Cc1ccc(C=O)cc1,1
5103,NC(=O)N1c2ccccc2C=Cc2ccccc21,O=C1NS(=O)(=O)c2ccccc21,1
5104,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)c1cccnc1,1
5105,NC(=O)N1c2ccccc2C=Cc2ccccc21,CCCC(=O)O,1
5106,NC(=O)N1c2ccccc2C=Cc2ccccc21,O=C(O)C12CC3(C(=O)O)CC(C(=O)O)(C1)CC(C(=O)O)(C2)C3,1
5107,O=C(O)c1cc(C(=O)O)[nH]n1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
5108,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,1
5109,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,Nc1c(Cl)cc(Cl)cc1Cl,1
5110,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,COc1ccc2sc3c4cc(OC)ccc4sc3c2c1,1
5111,O=C(O)CCCCC(=O)O,Nc1nc(N)nc(-c2ccc(Br)cc2)n1,1
5112,COc1ccc2sc3c4cc(OC)ccc4sc3c2c1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5113,OC1(C#CC2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
5114,O=C(O)C=CC(=O)O,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
5115,O=C(O)CCCC(=O)O,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
5116,Cc1ccncc1,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,1
5117,O=C(NCc1ccc2ccc3cccc4ccc1c2c34)c1cccc(C(=O)NCc2ccc3ccc4cccc5ccc2c3c45)n1,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
5118,CC(C)(C)c1cc(-c2cn(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)cc(C(C)(C)C)c1,c1cc2nc(c1)-c1cccc(n1)COCc1ccc(cc1)OCCCCOc1ccc(cc1)COC2,1
5119,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,COc1cc(OC)nc(N)n1,1
5120,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Brc1cccc2ccccc12,1
5121,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Brc1c2ccccc2cc2ccccc12,1
5122,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],C1=CSC(=C2SC=CS2)S1,1
5123,c1cc2sccc2s1,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
5124,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccc2c(c1)sc1ccccc12,1
5125,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1cccc2c1sc1c(C)cccc12,1
5126,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],COc1ccc(OC)cc1,1
5127,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Nc1ccc(C(=O)O)cc1,1
5128,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Nc1ccccc1C(=O)O,1
5129,NC(N)=O,O=C(O)CC(=O)O,1
5130,NC(N)=O,O=[N+]([O-])c1ccc(C=NO)o1,1
5131,CSCCC([NH3+])C(=O)[O-],CCCC([NH3+])C(=O)[O-],1
5132,NC(N)=O,O=C(O)C(=O)O,1
5133,NC(N)=O,O=C1NC(=O)C(=O)N1,1
5134,NNC(=O)c1ccncc1,Nc1ccc(C(=O)O)c(O)c1,1
5135,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CCCOC(=O)c1c2ccccc2cc2ccccc12,1
5136,N#Cc1ccncc1,Cc1ccc(C(=O)O)cc1,1
5137,CNC(=O)N(C)C,O=S(=O)(NS(=O)(=O)c1ccc(I)cc1)c1ccc(I)cc1,1
5138,On1nnnc1-c1nnnn1O,Nn1ccnn1,1
5139,O=C(O)c1sccc1Cl,c1cc(-c2ccncc2)ccn1,1
5140,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
5141,O=C1c2c(Cl)ccc([N+](=O)[O-])c2C(=O)c2c(Cl)ccc([N+](=O)[O-])c21,Cc1cccc2c1sc1c(C)cccc12,1
5142,CC(NC(=O)C(C)(C)C)c1cccc2ccccc12,CC(NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1cccc2ccccc12,1
5143,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,C1CNCCN1,1
5144,COc1ccc(-c2cc3ccccc3o2)cc1,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,1
5145,c1cnn(-c2cc(-c3cc(-n4cccn4)cc(-n4cccn4)n3)nc(-n3cccn3)c2)c1,O=C(O)C(F)(F)F,1
5146,CC(C)(C(=O)O)c1ccccc1I(=O)=O,O=C(O)C(F)(F)F,1
5147,C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
5148,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)ccc2C(=O)O)c1,c1cc(-c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)ccn1,1
5149,COC(=O)c1ccc(O)cc1,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1
5150,CCCOC(=O)c1ccc(O)cc1,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1
5151,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,CCOC(=O)c1ccc(O)cc1,1
5152,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,CC(C)COC(=O)c1ccc(O)cc1,1
5153,CCCCCCCCC(=O)O,Nc1ncncn1,1
5154,CCCCCCC(=O)O,Nc1ncnc(N)n1,1
5155,Nc1ncccn1,CCCCCCCCC(=O)O,1
5156,O=Cc1ccc([N+](=O)[O-])cc1,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,1
5157,Nc1ncc(C#CI)cn1,Cc1nc(C)c(C)nc1C,1
5158,Nc1ncc(C#CI)cn1,C(=Cc1ccncc1)c1ccncc1,1
5159,NC(=O)c1ccncc1,CC(CC(=O)O)c1ccccc1,1
5160,NC(=O)c1ccncc1,Cc1ccccc1C(C)CC(=O)O,1
5161,NC(=O)c1ccncc1,Cc1cccc(C(C)CC(=O)O)c1,1
5162,NC(=O)c1ccncc1,CC(CC(=O)O)c1ccc(F)cc1,1
5163,CC(C)(C)[PH](=O)c1ccccc1,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,1
5164,N#CC(C#N)=c1c2ccc(I)cc2c(=C(C#N)C#N)c2ccc(I)cc12,C1=CSC(=C2SC=CS2)S1,1
5165,NC(=O)c1cnccn1,O=C(O)C(=O)O,1
5166,Oc1cc(Cl)c(Cl)c(Cl)c1,Oc1ccc(Cl)cc1,1
5167,Clc1cccnc1,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
5168,Cc1ccncc1,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
5169,Fc1c(F)c(I)c(F)c(F)c1I,c1ccc(-c2nccnc2-c2ccccn2)nc1,1
5170,C(=NN=Cc1ccncc1)c1ccncc1,O=C(O)C1CCCCC1,1
5171,NC(=O)c1ccncc1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1
5172,CC(C)(C)C12C3C4C5C3C1(C13C6C7C8C6C1C8C73)C5C42,C12C3C4C1C1C2C3C41C12C3C4C5C3C1C5C42,1
5173,NC(=[NH2+])NC(=O)c1ccc(C(=O)[O-])[nH]1,O=P(N1CCCC1)(N1CCCC1)N1CCCC1,1
5174,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,C1COC2=C(O1)SC(=C1SC3=C(SCCS3)S1)S2,1
5175,COc1cc(=C(C#N)C#N)c(OC)cc1=C(C#N)C#N,C1COC2=C(O1)SC(=C1SC3=C(SCCS3)S1)S2,1
5176,N#CC(C#N)=c1c2c(c(=C(C#N)C#N)c3c1[N]S[N]3)[N]S[N]2,C1COC2=C(O1)SC(=C1SC3=C(SCCS3)S1)S2,1
5177,O=C1C(I)=C(I)C(=O)C(I)=C1I,C1COC2=C(O1)SC(=C1SC3=C(SCCS3)S1)S2,1
5178,C1COC2=C(O1)SC(=C1SC3=C(OCCO3)S1)S2,N#CC(C#N)c1ccc(-c2ccc(C(C#N)C#N)cc2)cc1,1
5179,N#CC(C#N)c1ccc(-c2ccc(C(C#N)C#N)cc2)cc1,c1ccc2c(c1)SC(=C1Sc3ccccc3S1)S2,1
5180,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,N#CC(C#N)c1ccc(-c2ccc(C(C#N)C#N)cc2)cc1,1
5181,N#CC(C#N)c1ccc(-c2ccc(C(C#N)C#N)cc2)cc1,c1ccc2nc3ccccc3nc2c1,1
5182,C[N+](C)(C)CC(=O)[O-],OC(O)C(Cl)(Cl)Cl,1
5183,O=C(O)CCCCC(=O)O,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1
5184,O=C(O)CCCCCCC(=O)O,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1
5185,O=C(O)CCCC(=O)O,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1
5186,O=C(O)C(Cl)Cl,C[N+](C)(CC(=O)[O-])c1ccccc1,1
5187,O=C(O)c1ccc2cc(O)ccc2c1,c1cc(-c2ccncc2)ccn1,1
5188,CCC(C)Cl,COC(=O)C1Cc2c([nH]c3ccccc23)C2(C(C)(C)C)CCC(=O)N12,1
5189,NC(=O)c1ccncc1,O=C(O)c1ccc(O)cc1,1
5190,CCC(C(=O)O)C(=O)O,CCOc1ccccc1C(N)=O,1
5191,NC(=O)c1ccncc1,Oc1cccc(O)c1,1
5192,NC(=O)c1ccncc1,Oc1ccc(O)cc1,1
5193,O=C1NS(=O)(=O)c2ccccc21,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,1
5194,Nc1cccc2c1N=S=N2,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)N=S=N2,1
5195,Nc1cccc2c1N=S=N2,N1=S=NC2=C1N=S=N2,1
5196,Nc1nc2ccccc2s1,Nc1cccc(C(=O)O)c1,1
5197,C1=Cc2cccc3cccc1c23,N#CC(C#N)=C(C#N)C#N,1
5198,O=C(NCc1ccccc1)c1cc2ccccc2oc1=O,Nc1nc2ccccc2s1,1
5199,Cc1ccc2ccccc2n1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,1
5200,Nc1ccc(C(=O)O)c(O)c1,c1cc(CCc2ccncc2)ccn1,1
5201,CCC(C)CO,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,1
5202,Fc1c(F)c(F)c(N=Nc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Cc1cc(C)c(N=Nc2c(C)cc(C)cc2C)c(C)c1,1
5203,O=C(O)C(F)(F)F,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
5204,C#CC(O)(c1ccccc1)c1ccccc1Cl,C1CN2CCN1CC2,1
5205,OC(c1ccccc1)(c1ccccc1)C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1,CC1(C)COC(=O)C1O,1
5206,CN(C(=O)N(C)c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1,Nc1ncccn1,1
5207,c1cc(-c2ccncc2)ccn1,O=C(O)c1cc2ccccc2oc1=O,1
5208,c1cc(CCc2ccncc2)ccn1,O=C(O)c1cc2ccccc2oc1=O,1
5209,Cn1c(=O)c2[nH]cnc2n(C)c1=O,O=C(O)C1CCCCC1,1
5210,C1CNCCN1,O=C(O)C=CC(=O)O,1
5211,O=C(O)C1CCCCC1C(=O)O,C1CNCCN1,1
5212,O=C(O)C1CCC(C(=O)O)CC1,C1CNCCN1,1
5213,COc1cccc(C=Nc2cccc3ccccc23)c1O,Fc1c(F)c(I)c(F)c(I)c1F,1
5214,COc1cccc(C=Nc2cccc3ccccc23)c1O,Fc1c(F)c(I)c(F)c(F)c1I,1
5215,Fc1c(F)c(F)c(I)c(I)c1F,COc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1O,1
5216,Fc1c(F)c(I)c(F)c(F)c1I,COc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1O,1
5217,CC1COC(=O)O1,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1
5218,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CCC1COC(=O)O1,1
5219,CC(ON=C1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)O,c1cc2c(ccc3sc4ccc5sccc5c4c32)s1,1
5220,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1
5221,c1cc2cncc3ccc4cncc1c4c23,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1
5222,O=C(O)CCCCCCC(=O)O,c1cn(Cn2ccnc2)cn1,1
5223,IC1=CSC(=C2SC3=C(SCCS3)S2)S1,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,1
5224,CCC([NH3+])C(=O)[O-],CCCC([NH3+])C(=O)[O-],1
5225,O=C(O)c1cc(O)cc(O)c1,c1cc(CCc2ccncc2)ccn1,1
5226,c1cc(-c2ccncc2)ccn1,O=C(O)c1cc(O)c(Br)c(O)c1,1
5227,c1cc2ccc1CNC1CCCCC1NCc1ccc(cc1)CNC1CCCCC1NCc1ccc(cc1)CNC1CCCCC1NC2,COC(=O)c1ccccc1,1
5228,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1Cl)(c1ccccc1)c1ccccc1Cl,CC1CCCC(=O)C1,1
5229,CC(=O)N1C=Cc2ccccc2C1C1c2ccccc2C=CN1C(C)=O,COC,1
5230,CCC(C)=C(C)CC,CCOC(=O)C(c1ccc2nc3nonc3nc2c1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
5231,c1ccc2c(c1)CCc1ccccc1-2,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
5232,c1ccc2c(c1)C(=C1c3ccccc3-c3ccccc31)c1ccccc1-2,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5233,Cc1c[nH]c(=O)[nH]c1=O,Nc1ccnc(N)n1,1
5234,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,c1cc(-c2ccncc2)ccn1,1
5235,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,NC(=O)c1ccccc1,1
5236,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,c1cc(CCCc2ccncc2)ccn1,1
5237,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,C(=Cc1ccncc1)c1ccncc1,1
5238,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,NC(=O)c1ccncc1,1
5239,C(C#CCn1c2ccccc2c2ccccc21)#CCn1c2ccccc2c2ccccc21,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1
5240,OC1(c2ccccc2)c2ccccc2C(O)(c2ccccc2)c2ccccc21,CC1CCC(=O)C1,1
5241,c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,O=C(O)C(Cl)(Cl)Cl,1
5242,[NH3+]CCC(=O)[O-],O=C(O)C(O)C(O)C(=O)O,1
5243,O=C1c2ccccc2C(=O)N1Br,O=C(c1ccccc1)c1ccncc1,1
5244,O=C1c2ccccc2C(=O)N1Br,Brc1cccnc1,1
5245,O=C1c2ccccc2C(=O)N1Br,COC(=O)c1cccnc1,1
5246,O=C1c2ccccc2C(=O)N1Br,c1cc(-c2ccncc2)ccn1,1
5247,O=C1c2ccccc2C(=O)N1Br,Cc1cc(C)nc(C)c1,1
5248,O=C1c2ccccc2C(=O)N1Br,C1CN2CCN1CC2,1
5249,Cc1cncc(C)c1,O=C1c2ccccc2C(=O)N1Br,1
5250,CC1CC(=O)CC(C)C1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
5251,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC1CC(C)CC(O)C1,1
5252,Oc1ccc2ccc(O)cc2c1,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,1
5253,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,Cc1cccc2c1sc1c(C)cccc12,1
5254,O=C(O)C(O)C(O)C(=O)O,COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1,1
5255,C1COCCOCCOCCOCCOCCO1,Nc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
5256,Nc1c(F)c(F)c(F)c(F)c1F,C1COCCOCCOCCOCCOCCO1,1
5257,C1COCCOCCOCCOCCOCCO1,Nc1c(F)c(F)cc(F)c1F,1
5258,CC1=C(C)SC(=C2C(=O)c3ccccc3C2=O)S1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5259,Cc1nc(C)c(C)nc1C,N#Cc1cc(C#N)c(C#N)cc1C#N,1
5260,c1cnccn1,COc1cc(C(=O)O)ccc1O,1
5261,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,Oc1cc(F)cc(F)c1,1
5262,Oc1ccc(F)cc1,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,1
5263,O=C(O)C1CCCCC1,CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C32OO4,1
5264,Oc1cc(F)c(F)c(F)c1,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,1
5265,O=C(O)c1ccccc1O,CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C32OO4,1
5266,O=C(O)C(O)c1ccccc1,CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C32OO4,1
5267,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,Oc1c(F)ccc(F)c1F,1
5268,Oc1c(F)cccc1F,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,1
5269,Oc1ccccc1F,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,1
5270,Oc1cc(F)c(F)c(F)c1,CCCCOc1ccc(C=Cc2ccncc2)cc1,1
5271,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,Oc1c(F)c(F)cc(F)c1F,1
5272,NC(=O)c1ccncc1,COc1cc(C=O)ccc1O,1
5273,NC(=O)c1ccncc1,COc1cc(C(=O)O)ccc1O,1
5274,C1N2CN3CN1CN(C2)C3,COc1cc(C(=O)O)ccc1O,1
5275,c1ccc2nc3ccccc3nc2c1,COc1cc(C(=O)O)ccc1O,1
5276,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,[O-]c1ccc2ccccc2c1N=[NH+]c1ccccc1Cl,1
5277,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,Cc1nn(-c2ccccc2)c(O)c1C(=O)c1ccccc1,1
5278,Oc1n[nH]c2ccccc12,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5279,O=c1ccc2ccccc2[nH]1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5280,O=c1[nH]cccc1O,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5281,O=c1cccc[nH]1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5282,Nc1ncccn1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5283,O=C([O-])C1CCC[NH2+]1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1
5284,O=C(O)CCCC(=O)O,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1
5285,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,CC(C)CC(=O)O,1
5286,Cc1ccc(S(N)(=O)=O)cc1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1
5287,Nc1nc(N)nc(-c2ccc(-c3ccncc3)cc2)n1,CCCCCCCCC(=O)O,1
5288,Nc1nc(N)nc(-c2ccccn2)n1,CCCCCCCC(=O)O,1
5289,Nc1nc(N)nc(-c2ccc(-c3ccncc3)cc2)n1,CCCCCCC(=O)O,1
5290,Nc1nc(N)nc(-c2cccnc2)n1,CCCCCCCCC(=O)O,1
5291,CCCCCCCCC(=O)O,Nc1nc(N)nc(-c2ccccn2)n1,1
5292,Clc1ccc(Oc2nc(Oc3ccc(Cl)cc3)nc(Oc3ccc(Cl)cc3)n2)cc1,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
5293,c1cc(-c2ccncc2)ccn1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1
5294,c1cc(-c2ccncc2)ccn1,Cn1c(=O)[nH]c(=O)[nH]c1=O,1
5295,O=C(O)c1c[nH]c(=O)[nH]c1=O,C(=Cc1ccncc1)c1ccncc1,1
5296,O=C(O)c1c[nH]c(=O)[nH]c1=O,c1cc(CCc2ccncc2)ccn1,1
5297,c1cc(CCCc2ccncc2)ccn1,O=C(O)c1c[nH]c(=O)[nH]c1=O,1
5298,CN(N=CC(C=NN(C)c1ccccc1)=NN(C)c1ccccc1)c1ccccc1,CNc1ccccc1,1
5299,Oc1ccccc1,c1cnc2c(c1)ccc1cccnc12,1
5300,C1COCCOCCOCCOCCOCCO1,CC(C)(C)CC(C)(C)c1ccc(O)c(CO)c1,1
5301,O=C(O)C1CCCCC1,O=C(OC(=Cc1nc2ccccc2s1)c1ccccc1)c1ccccc1,1
5302,c1ccc2c(c1)[nH]c1c3ccccc3sc21,N#CC(C#N)=C(C#N)C#N,1
5303,Nc1nc(N)nc(N)n1,O=c1cc[nH]c(=O)[nH]1,1
5304,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,NC(=O)c1cccnc1,1
5305,Cc1cc[n+](O)cc1,O=C1CC(=O)NC(=O)N1,1
5306,[O]N1C=CN([O])C=C1,O=C1CC(=O)NC(=O)N1,1
5307,O[n+]1ccc(-c2cc[n+](O)cc2)cc1,O=C1NS(=O)(=O)c2ccccc21,1
5308,O[n+]1ccccc1,CCC1(CC)C(=O)NC(=O)NC1=O,1
5309,ON=C1CCCCC1=NO,c1cc(CCc2ccncc2)ccn1,1
5310,Cc1cc[n+](O)cc1,CCC1(CC)C(=O)NC(=O)NC1=O,1
5311,NC(=O)c1ccc(O)cc1,O[n+]1ccc(-c2cc[n+](O)cc2)cc1,1
5312,NC(=O)N1c2ccccc2C=Cc2ccccc21,[O]N1C=CN([O])C=C1,1
5313,c1scc2c1sc1cscc12,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
5314,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
5315,c1cnc2c(c1)ccc1cccnc12,NC(=S)Nc1ccc(F)cc1,1
5316,O=C1c2ccccc2C(=O)c2ccccc21,Brc1c2ccccc2c(-c2ccccc2)c2ccccc12,1
5317,C1N2CN3CN1CN(C2)C3,O=C(O)Cc1ccccc1,1
5318,c1ccc2nc3ccccc3nc2c1,Nc1ncc(-c2c3ccccc3c(-c3cnc(N)nc3)c3ccccc23)cn1,1
5319,Nc1ccc(S(N)(=O)=O)cc1,C1COCCOCCOCCOCCOCCO1,1
5320,Nc1nnc(-c2ccc(Br)cc2)s1,O=C(O)COc1ccc2ccccc2c1,1
5321,Oc1ccc(O)cc1,CN1c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc1n2,1
5322,CN1c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc1n2,Oc1cccc(O)c1,1
5323,OCCCO,CN1c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc1n2,1
5324,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Brc1ccc2[nH]c3ccc(Br)cc3c2c1,1
5325,Cc1cc2ncn(Cc3ccncc3)c2cc1C,N#CC(=NO)c1ccc(C(=O)O)cc1,1
5326,O=C(O)c1ccc(O)cc1,c1ccc(-c2nccn2Cc2ccncc2)cc1,1
5327,Cc1cc2ncn(Cc3cccnc3)c2cc1C,N#CC(=NO)c1ccc(Br)cc1,1
5328,CC1(C)OC(C(O)(c2ccccc2)c2ccccc2)C(C(O)(c2ccccc2)c2ccccc2)O1,S=C(c1ccccc1)N1CCCc2ccc3c(c21)N(C(=S)c1ccccc1)CCC3,1
5329,O=C(O)c1ccccc1Sc1ccccc1C(=O)O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
5330,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,C1CN2CCN1CC2,1
5331,c1cc(CCc2ccncc2)ccn1,Nc1ccccc1C(=O)O,1
5332,O=C1NCCN1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
5333,O=C1CNC(=O)N1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
5334,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,c1ccc2c(c1)-c1cccc3cccc-2c13,1
5335,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Cc1c2ccccc2cc2ccccc12,1
5336,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,CC(=O)OC(=O)c1c2ccccc2cc2ccccc12,1
5337,Fc1cc(F)c(F)c(I)c1F,CCCCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,1
5338,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,Fc1cc(F)c(F)c(I)c1F,1
5339,CCCCCCOc1ccc(C=Cc2ccncc2)cc1,Fc1cc(I)c(F)c(F)c1F,1
5340,CCCCCCOc1ccc(C=Cc2ccncc2)cc1,Fc1cc(F)c(F)c(I)c1F,1
5341,Nc1ccn(C2CSC(CO)O2)c(=O)n1,O=C(O)CCCCCC(=O)O,1
5342,ON=Cc1c(F)c(F)c(F)c(F)c1F,Cn1c(-c2ccncc2)nc2ccccc21,1
5343,Cn1c(-c2ccncc2)nc2ccccc21,ON=Cc1c(F)c(F)c(Br)c(F)c1F,1
5344,Cn1c(-c2ccncc2)nc2ccccc21,ON=Cc1c(F)c(F)c(I)c(F)c1F,1
